,annee,classement,specialite,ville
44,2010,0.2774425, anesthésie-réanimation,Paris
45,2010,0.40704024, anesthésie-réanimation,Poitiers
46,2010,0.46724138, anesthésie-réanimation,Reims
47,2010,0.3762931, anesthésie-réanimation,Rennes
48,2010,0.35905173, anesthésie-réanimation,Rouen
49,2010,0.32341954, anesthésie-réanimation,Saint-Etienne
50,2010,0.34066093, anesthésie-réanimation,Strasbourg
51,2010,0.28376436, anesthésie-réanimation,Toulouse
52,2010,0.40028736, anesthésie-réanimation,Tours
53,2010,0.52672416, biologie médicale,Amiens
54,2010,0.6649425, biologie médicale,Angers
55,2010,0.6925287, biologie médicale,Besançon
56,2010,0.5860632, biologie médicale,Bordeaux
57,2010,0.6117816, biologie médicale,Brest
58,2010,0.71020114, biologie médicale,Caen
59,2010,0.6632184, biologie médicale,Clermont-Ferrand
60,2010,0.68706894, biologie médicale,Dijon
61,2010,0.57988507, biologie médicale,Grenoble
62,2010,0.5317529, biologie médicale,La RéunionIndien
63,2010,0.3854885, biologie médicale,Lille
64,2010,0.66077584, biologie médicale,Limoges
65,2010,0.40761495, biologie médicale,Lyon
66,2010,0.37341955, biologie médicale,Marseille
67,2010,0.5487069, biologie médicale,Martinique/Pointe-à-Pitre
68,2010,0.36752874, biologie médicale,Montpellier
69,2010,0.70818967, biologie médicale,Nancy
70,2010,0.5899425, biologie médicale,Nantes
71,2010,0.5235632, biologie médicale,Nice
72,2010,0.525, biologie médicale,Paris
73,2010,0.6466954, biologie médicale,Poitiers
74,2010,0.5554598, biologie médicale,Reims
75,2010,0.6137931, biologie médicale,Rennes
76,2010,0.58979887, biologie médicale,Rouen
77,2010,0.60272986, biologie médicale,Saint-Etienne
78,2010,0.5219827, biologie médicale,Strasbourg
79,2010,0.53477013, biologie médicale,Toulouse
80,2010,0.63448274, biologie médicale,Tours
81,2010,0.26336208, cardiologie et maladies vasculaires,Amiens
82,2010,0.21968392, cardiologie et maladies vasculaires,Angers
83,2010,0.10718391, cardiologie et maladies vasculaires,Besançon
84,2010,0.057471264, cardiologie et maladies vasculaires,Bordeaux
85,2010,0.26954022, cardiologie et maladies vasculaires,Brest
86,2010,0.18477012, cardiologie et maladies vasculaires,Caen
87,2010,0.27097702, cardiologie et maladies vasculaires,Clermont-Ferrand
88,2010,0.2656609, cardiologie et maladies vasculaires,Dijon
89,2010,0.044971265, cardiologie et maladies vasculaires,Grenoble
90,2010,0.05617816, cardiologie et maladies vasculaires,La RéunionIndien
91,2010,0.16422413, cardiologie et maladies vasculaires,Lille
92,2010,0.10977011, cardiologie et maladies vasculaires,Limoges
93,2010,0.078735635, cardiologie et maladies vasculaires,Lyon
94,2010,0.112931035, cardiologie et maladies vasculaires,Marseille
95,2010,0.31781608, cardiologie et maladies vasculaires,Martinique/Pointe-à-Pitre
96,2010,0.060632184, cardiologie et maladies vasculaires,Montpellier
97,2010,0.19267242, cardiologie et maladies vasculaires,Nancy
98,2010,0.093965515, cardiologie et maladies vasculaires,Nantes
99,2010,0.12428161, cardiologie et maladies vasculaires,Nice
100,2010,0.13433908, cardiologie et maladies vasculaires,Paris
101,2010,0.28577587, cardiologie et maladies vasculaires,Poitiers
102,2010,0.19353448, cardiologie et maladies vasculaires,Reims
103,2010,0.1395115, cardiologie et maladies vasculaires,Rennes
104,2010,0.2079023, cardiologie et maladies vasculaires,Rouen
105,2010,0.15818965, cardiologie et maladies vasculaires,Saint-Etienne
106,2010,0.2, cardiologie et maladies vasculaires,Strasbourg
107,2010,0.09971264, cardiologie et maladies vasculaires,Toulouse
108,2010,0.20057471, cardiologie et maladies vasculaires,Tours
109,2010,0.46795976, chirurgie générale,Amiens
110,2010,0.42643678, chirurgie générale,Angers
111,2010,0.49554598, chirurgie générale,Besançon
112,2010,0.40747127, chirurgie générale,Bordeaux
113,2010,0.4928161, chirurgie générale,Brest
114,2010,0.43433908, chirurgie générale,Caen
115,2010,0.47988507, chirurgie générale,Clermont-Ferrand
116,2010,0.43864942, chirurgie générale,Dijon
117,2010,0.2954023, chirurgie générale,Grenoble
118,2010,0.44554597, chirurgie générale,La RéunionIndien
119,2010,0.4158046, chirurgie générale,Lille
120,2010,0.48979884, chirurgie générale,Limoges
121,2010,0.28735632, chirurgie générale,Lyon
122,2010,0.3433908, chirurgie générale,Marseille
123,2010,0.45373562, chirurgie générale,Martinique/Pointe-à-Pitre
124,2010,0.32255748, chirurgie générale,Montpellier
125,2010,0.48132184, chirurgie générale,Nancy
126,2010,0.3553161, chirurgie générale,Nantes
127,2010,0.41494253, chirurgie générale,Nice
128,2010,0.19583334, chirurgie générale,Paris
129,2010,0.49454024, chirurgie générale,Poitiers
130,2010,0.47514367, chirurgie générale,Reims
131,2010,0.42341954, chirurgie générale,Rennes
132,2010,0.42873564, chirurgie générale,Rouen
133,2010,0.4658046, chirurgie générale,Saint-Etienne
134,2010,0.32916668, chirurgie générale,Strasbourg
135,2010,0.36005747, chirurgie générale,Toulouse
136,2010,0.43965518, chirurgie générale,Tours
137,2010,0.2329023, dermatologie et vénérologie,Amiens
138,2010,0.28002873, dermatologie et vénérologie,Angers
139,2010,0.3426724, dermatologie et vénérologie,Besançon
140,2010,0.18864943, dermatologie et vénérologie,Bordeaux
141,2010,0.25689656, dermatologie et vénérologie,Brest
142,2010,0.3130747, dermatologie et vénérologie,Caen
143,2010,0.26077586, dermatologie et vénérologie,Clermont-Ferrand
144,2010,0.3283046, dermatologie et vénérologie,Dijon
145,2010,0.2952586, dermatologie et vénérologie,Grenoble
146,2010,0.12485632, dermatologie et vénérologie,Lille
147,2010,0.28649426, dermatologie et vénérologie,Limoges
148,2010,0.20761494, dermatologie et vénérologie,Lyon
149,2010,0.16896552, dermatologie et vénérologie,Marseille
150,2010,0.23649426, dermatologie et vénérologie,Martinique/Pointe-à-Pitre
151,2010,0.27859196, dermatologie et vénérologie,Montpellier
152,2010,0.33908045, dermatologie et vénérologie,Nancy
153,2010,0.14698276, dermatologie et vénérologie,Nantes
154,2010,0.07931034, dermatologie et vénérologie,Nice
155,2010,0.1204023, dermatologie et vénérologie,Paris
156,2010,0.079166666, dermatologie et vénérologie,Poitiers
157,2010,0.28965518, dermatologie et vénérologie,Reims
158,2010,0.26494253, dermatologie et vénérologie,Rennes
159,2010,0.07413793, dermatologie et vénérologie,Rouen
160,2010,0.22658046, dermatologie et vénérologie,Saint-Etienne
161,2010,0.12112069, dermatologie et vénérologie,Strasbourg
162,2010,0.21609196, dermatologie et vénérologie,Toulouse
163,2010,0.27370688, dermatologie et vénérologie,Tours
164,2010,0.4119253, endocrinologie diabète maladies métaboliques,Amiens
165,2010,0.2257184, endocrinologie diabète maladies métaboliques,Angers
166,2010,0.48778737, endocrinologie diabète maladies métaboliques,Besançon
167,2010,0.2599138, endocrinologie diabète maladies métaboliques,Bordeaux
168,2010,0.014367816, endocrinologie diabète maladies métaboliques,Brest
169,2010,0.05, endocrinologie diabète maladies métaboliques,Caen
170,2010,0.38204023, endocrinologie diabète maladies métaboliques,Clermont-Ferrand
171,2010,0.47715518, endocrinologie diabète maladies métaboliques,Dijon
172,2010,0.15229885, endocrinologie diabète maladies métaboliques,Grenoble
173,2010,0.36810344, endocrinologie diabète maladies métaboliques,La RéunionIndien
174,2010,0.20086206, endocrinologie diabète maladies métaboliques,Lille
175,2010,0.3152299, endocrinologie diabète maladies métaboliques,Limoges
176,2010,0.14841954, endocrinologie diabète maladies métaboliques,Lyon
177,2010,0.14267242, endocrinologie diabète maladies métaboliques,Marseille
178,2010,0.5323276, endocrinologie diabète maladies métaboliques,Martinique/Pointe-à-Pitre
179,2010,0.14568965, endocrinologie diabète maladies métaboliques,Montpellier
180,2010,0.35804597, endocrinologie diabète maladies métaboliques,Nancy
181,2010,0.2704023, endocrinologie diabète maladies métaboliques,Nantes
182,2010,0.40718392, endocrinologie diabète maladies métaboliques,Nice
183,2010,0.123132184, endocrinologie diabète maladies métaboliques,Paris
184,2010,0.22485632, endocrinologie diabète maladies métaboliques,Poitiers
185,2010,0.40675288, endocrinologie diabète maladies métaboliques,Reims
186,2010,0.059195403, endocrinologie diabète maladies métaboliques,Rennes
187,2010,0.2795977, endocrinologie diabète maladies métaboliques,Rouen
188,2010,0.19827586, endocrinologie diabète maladies métaboliques,Saint-Etienne
189,2010,0.270546, endocrinologie diabète maladies métaboliques,Strasbourg
190,2010,0.015373563, endocrinologie diabète maladies métaboliques,Toulouse
191,2010,0.28491378, endocrinologie diabète maladies métaboliques,Tours
192,2010,0.25316092, gastro-entérologie et hépatologie,Amiens
193,2010,0.25804597, gastro-entérologie et hépatologie,Angers
194,2010,0.36551723, gastro-entérologie et hépatologie,Besançon
195,2010,0.25502872, gastro-entérologie et hépatologie,Bordeaux
196,2010,0.3369253, gastro-entérologie et hépatologie,Brest
197,2010,0.208477, gastro-entérologie et hépatologie,Caen
198,2010,0.3, gastro-entérologie et hépatologie,Clermont-Ferrand
199,2010,0.30704024, gastro-entérologie et hépatologie,Dijon
200,2010,0.18979885, gastro-entérologie et hépatologie,Grenoble
201,2010,0.3281609, gastro-entérologie et hépatologie,La RéunionIndien
202,2010,0.15962644, gastro-entérologie et hépatologie,Lille
203,2010,0.34224138, gastro-entérologie et hépatologie,Limoges
204,2010,0.061350573, gastro-entérologie et hépatologie,Lyon
205,2010,0.05301724, gastro-entérologie et hépatologie,Marseille
206,2010,0.429023, gastro-entérologie et hépatologie,Martinique/Pointe-à-Pitre
207,2010,0.20014368, gastro-entérologie et hépatologie,Montpellier
208,2010,0.31623563, gastro-entérologie et hépatologie,Nancy
209,2010,0.06408046, gastro-entérologie et hépatologie,Nantes
210,2010,0.2841954, gastro-entérologie et hépatologie,Nice
211,2010,0.102873564, gastro-entérologie et hépatologie,Paris
212,2010,0.32270116, gastro-entérologie et hépatologie,Poitiers
213,2010,0.3441092, gastro-entérologie et hépatologie,Reims
214,2010,0.083045974, gastro-entérologie et hépatologie,Rennes
215,2010,0.2573276, gastro-entérologie et hépatologie,Rouen
216,2010,0.24727012, gastro-entérologie et hépatologie,Saint-Etienne
217,2010,0.31997126, gastro-entérologie et hépatologie,Strasbourg
218,2010,0.27313218, gastro-entérologie et hépatologie,Toulouse
219,2010,0.24267241, gastro-entérologie et hépatologie,Tours
220,2010,0.32787356, gynécologie médicale,Amiens
221,2010,0.36364943, gynécologie médicale,Bordeaux
222,2010,0.4610632, gynécologie médicale,Brest
223,2010,0.25617817, gynécologie médicale,Lille
224,2010,0.24755748, gynécologie médicale,Lyon
225,2010,0.13994253, gynécologie médicale,Marseille
226,2010,0.37399426, gynécologie médicale,Montpellier
227,2010,0.44956896, gynécologie médicale,Nancy
228,2010,0.3586207, gynécologie médicale,Nantes
229,2010,0.3001437, gynécologie médicale,Nice
230,2010,0.22859195, gynécologie médicale,Paris
231,2010,0.3744253, gynécologie médicale,Reims
232,2010,0.3711207, gynécologie médicale,Toulouse
233,2010,0.43074712, gynécologie-obstétrique,Amiens
234,2010,0.33405173, gynécologie-obstétrique,Angers
235,2010,0.44195402, gynécologie-obstétrique,Besançon
236,2010,0.3494253, gynécologie-obstétrique,Bordeaux
237,2010,0.42974138, gynécologie-obstétrique,Brest
238,2010,0.42787355, gynécologie-obstétrique,Caen
239,2010,0.3505747, gynécologie-obstétrique,Clermont-Ferrand
240,2010,0.41278735, gynécologie-obstétrique,Dijon
241,2010,0.35761493, gynécologie-obstétrique,Grenoble
242,2010,0.41810346, gynécologie-obstétrique,La RéunionIndien
243,2010,0.33563218, gynécologie-obstétrique,Lille
244,2010,0.44755748, gynécologie-obstétrique,Limoges
245,2010,0.28031608, gynécologie-obstétrique,Lyon
246,2010,0.3007184, gynécologie-obstétrique,Marseille
247,2010,0.4808908, gynécologie-obstétrique,Martinique/Pointe-à-Pitre
248,2010,0.24094827, gynécologie-obstétrique,Montpellier
249,2010,0.43606323, gynécologie-obstétrique,Nancy
250,2010,0.3297414, gynécologie-obstétrique,Nantes
251,2010,0.3354885, gynécologie-obstétrique,Nice
252,2010,0.27456897, gynécologie-obstétrique,Paris
253,2010,0.44367817, gynécologie-obstétrique,Poitiers
254,2010,0.42442527, gynécologie-obstétrique,Reims
255,2010,0.3020115, gynécologie-obstétrique,Rennes
256,2010,0.35158047, gynécologie-obstétrique,Rouen
257,2010,0.3288793, gynécologie-obstétrique,Saint-Etienne
258,2010,0.3729885, gynécologie-obstétrique,Strasbourg
259,2010,0.2987069, gynécologie-obstétrique,Toulouse
260,2010,0.3676724, gynécologie-obstétrique,Tours
261,2010,0.5393678, génétique médicale,Amiens
262,2010,0.52068967, génétique médicale,Angers
263,2010,0.34094828, génétique médicale,Bordeaux
264,2010,0.6397989, génétique médicale,Brest
265,2010,0.57313216, génétique médicale,Caen
266,2010,0.1849138, génétique médicale,Lille
267,2010,0.10675287, génétique médicale,Lyon
268,2010,0.44841954, génétique médicale,Montpellier
269,2010,0.24382184, génétique médicale,Nantes
270,2010,0.19798851, génétique médicale,Paris
271,2010,0.54181033, génétique médicale,Reims
272,2010,0.5354885, génétique médicale,Rennes
273,2010,0.009482759, génétique médicale,Strasbourg
274,2010,0.47600573, génétique médicale,Toulouse
275,2010,0.5038793, hématologie,Amiens
276,2010,0.30143678, hématologie,Angers
277,2010,0.5097701, hématologie,Besançon
278,2010,0.06293103, hématologie,Bordeaux
279,2010,0.4487069, hématologie,Brest
280,2010,0.27198276, hématologie,Caen
281,2010,0.48520115, hématologie,Dijon
282,2010,0.43706897, hématologie,Grenoble
283,2010,0.19066092, hématologie,Lille
284,2010,0.13347702, hématologie,Lyon
285,2010,0.43002874, hématologie,Marseille
286,2010,0.3933908, hématologie,Montpellier
287,2010,0.41235632, hématologie,Nancy
288,2010,0.20158046, hématologie,Nantes
289,2010,0.45747125, hématologie,Nice
290,2010,0.1716954, hématologie,Paris
291,2010,0.51508623, hématologie,Reims
292,2010,0.24841954, hématologie,Rennes
293,2010,0.1933908, hématologie,Rouen
294,2010,0.4972701, hématologie,Saint-Etienne
295,2010,0.04224138, hématologie,Strasbourg
296,2010,0.00028735632, hématologie,Toulouse
297,2010,0.3091954, hématologie,Tours
298,2010,0.9920977, médecine du travail,Amiens
299,2010,0.9594827, médecine du travail,Angers
300,2010,0.9512931, médecine du travail,Bordeaux
301,2010,0.6829023, médecine du travail,Caen
302,2010,0.9672414, médecine du travail,Dijon
303,2010,0.6688218, médecine du travail,Grenoble
304,2010,0.98103446, médecine du travail,Lille
305,2010,0.97068965, médecine du travail,Lyon
306,2010,0.91077584, médecine du travail,Marseille
307,2010,0.9770115, médecine du travail,Nancy
308,2010,0.8272989, médecine du travail,Nantes
309,2010,0.94813216, médecine du travail,Nice
310,2010,0.9670977, médecine du travail,Paris
311,2010,0.9896552, médecine du travail,Reims
312,2010,0.91681033, médecine du travail,Rennes
313,2010,0.92471266, médecine du travail,Rouen
314,2010,0.9127874, médecine du travail,Saint-Etienne
315,2010,0.99770117, médecine du travail,Strasbourg
316,2010,0.9852011, médecine du travail,Toulouse
317,2010,0.9987069, médecine générale,Amiens
318,2010,1.0, médecine générale,Angers
319,2010,0.9752874, médecine générale,Besançon
320,2010,0.9478448, médecine générale,Bordeaux
321,2010,0.98979884, médecine générale,Brest
322,2010,0.9961207, médecine générale,Caen
323,2010,0.99439657, médecine générale,Clermont-Ferrand
324,2010,0.995977, médecine générale,Dijon
325,2010,0.84195405, médecine générale,Grenoble
326,2010,0.8853448, médecine générale,La RéunionIndien
327,2010,0.9466954, médecine générale,Lille
328,2010,0.9386494, médecine générale,Limoges
329,2010,0.95043105, médecine générale,Lyon
330,2010,0.9387931, médecine générale,Marseille
331,2010,0.9974138, médecine générale,Martinique/Pointe-à-Pitre
332,2010,0.8360632, médecine générale,Montpellier
333,2010,0.99755746, médecine générale,Nancy
334,2010,0.99640805, médecine générale,Nantes
335,2010,0.97054595, médecine générale,Nice
336,2010,0.9, médecine générale,Paris
337,2010,0.9949713, médecine générale,Poitiers
338,2010,0.9945402, médecine générale,Reims
339,2010,0.91034484, médecine générale,Rennes
340,2010,0.9951149, médecine générale,Rouen
341,2010,0.9221264, médecine générale,Saint-Etienne
342,2010,0.9992816, médecine générale,Strasbourg
343,2010,0.8656609, médecine générale,Toulouse
344,2010,0.9998563, médecine générale,Tours
345,2010,0.3843391, médecine interne,Amiens
346,2010,0.09626437, médecine interne,Angers
347,2010,0.37571838, médecine interne,Besançon
348,2010,0.02816092, médecine interne,Bordeaux
349,2010,0.404023, médecine interne,Brest
350,2010,0.3755747, médecine interne,Caen
351,2010,0.36393678, médecine interne,Clermont-Ferrand
352,2010,0.25474137, médecine interne,Dijon
353,2010,0.060344826, médecine interne,Grenoble
354,2010,0.11321839, médecine interne,La RéunionIndien
355,2010,0.08275862, médecine interne,Lille
356,2010,0.43893677, médecine interne,Limoges
357,2010,0.06020115, médecine interne,Lyon
358,2010,0.07227012, médecine interne,Marseille
359,2010,0.08922414, médecine interne,Montpellier
360,2010,0.34568965, médecine interne,Nancy
361,2010,0.087643676, médecine interne,Nantes
362,2010,0.3737069, médecine interne,Nice
363,2010,0.048706897, médecine interne,Paris
364,2010,0.2623563, médecine interne,Poitiers
365,2010,0.45847702, médecine interne,Reims
366,2010,0.09137931, médecine interne,Rennes
367,2010,0.34396553, médecine interne,Rouen
368,2010,0.19310345, médecine interne,Saint-Etienne
369,2010,0.10215517, médecine interne,Strasbourg
370,2010,0.07557471, médecine interne,Toulouse
371,2010,0.2545977, médecine interne,Tours
372,2010,0.2716954, médecine nucléaire,Angers
373,2010,0.3610632, médecine nucléaire,Besançon
374,2010,0.19367816, médecine nucléaire,Bordeaux
375,2010,0.24942529, médecine nucléaire,Brest
376,2010,0.30086207, médecine nucléaire,Caen
377,2010,0.28175288, médecine nucléaire,Dijon
378,2010,0.16293104, médecine nucléaire,Grenoble
379,2010,0.36954024, médecine nucléaire,La RéunionIndien
380,2010,0.20560345, médecine nucléaire,Lille
381,2010,0.06681035, médecine nucléaire,Lyon
382,2010,0.09066092, médecine nucléaire,Marseille
383,2010,0.32614943, médecine nucléaire,Martinique/Pointe-à-Pitre
384,2010,0.19094828, médecine nucléaire,Montpellier
385,2010,0.26479885, médecine nucléaire,Nancy
386,2010,0.12399425, médecine nucléaire,Nantes
387,2010,0.0152298855, médecine nucléaire,Nice
388,2010,0.16566092, médecine nucléaire,Paris
389,2010,0.2788793, médecine nucléaire,Poitiers
390,2010,0.24281609, médecine nucléaire,Rennes
391,2010,0.23721264, médecine nucléaire,Rouen
392,2010,0.25258622, médecine nucléaire,Saint-Etienne
393,2010,0.31149426, médecine nucléaire,Strasbourg
394,2010,0.17327586, médecine nucléaire,Toulouse
395,2010,0.2783046, médecine nucléaire,Tours
396,2010,0.5454023, médecine physique et de réadaptation,Amiens
397,2010,0.550431, médecine physique et de réadaptation,Angers
398,2010,0.60948277, médecine physique et de réadaptation,Besançon
399,2010,0.3823276, médecine physique et de réadaptation,Bordeaux
400,2010,0.59166664, médecine physique et de réadaptation,Brest
401,2010,0.6133621, médecine physique et de réadaptation,Caen
402,2010,0.35244253, médecine physique et de réadaptation,Clermont-Ferrand
403,2010,0.57212645, médecine physique et de réadaptation,Dijon
404,2010,0.26091954, médecine physique et de réadaptation,Grenoble
405,2010,0.53376436, médecine physique et de réadaptation,La RéunionIndien
406,2010,0.40617815, médecine physique et de réadaptation,Lille
407,2010,0.5521552, médecine physique et de réadaptation,Limoges
408,2010,0.38031608, médecine physique et de réadaptation,Lyon
409,2010,0.39439654, médecine physique et de réadaptation,Marseille
410,2010,0.5630747, médecine physique et de réadaptation,Martinique/Pointe-à-Pitre
411,2010,0.30028737, médecine physique et de réadaptation,Montpellier
412,2010,0.5001437, médecine physique et de réadaptation,Nancy
413,2010,0.40431035, médecine physique et de réadaptation,Nantes
414,2010,0.47241378, médecine physique et de réadaptation,Nice
415,2010,0.51063216, médecine physique et de réadaptation,Paris
416,2010,0.545546, médecine physique et de réadaptation,Poitiers
417,2010,0.56666666, médecine physique et de réadaptation,Reims
418,2010,0.5537356, médecine physique et de réadaptation,Rennes
419,2010,0.6008621, médecine physique et de réadaptation,Rouen
420,2010,0.49626437, médecine physique et de réadaptation,Saint-Etienne
421,2010,0.52327585, médecine physique et de réadaptation,Strasbourg
422,2010,0.34037358, médecine physique et de réadaptation,Toulouse
423,2010,0.5350575, médecine physique et de réadaptation,Tours
424,2010,0.44727013, neurochirurgie,Angers
425,2010,0.006321839, neurochirurgie,Bordeaux
426,2010,0.4920977, neurochirurgie,Brest
427,2010,0.4954023, neurochirurgie,Caen
428,2010,0.37758622, neurochirurgie,Clermont-Ferrand
429,2010,0.41939655, neurochirurgie,Grenoble
430,2010,0.13864942, neurochirurgie,Lille
431,2010,0.29382184, neurochirurgie,Lyon
432,2010,0.31867817, neurochirurgie,Marseille
433,2010,0.22183909, neurochirurgie,Montpellier
434,2010,0.42586207, neurochirurgie,Nantes
435,2010,0.41824713, neurochirurgie,Nice
436,2010,0.1303161, neurochirurgie,Paris
437,2010,0.34712642, neurochirurgie,Reims
438,2010,0.13563219, neurochirurgie,Rennes
439,2010,0.47341955, neurochirurgie,Rouen
440,2010,0.3545977, neurochirurgie,Saint-Etienne
441,2010,0.46393678, neurochirurgie,Tours
442,2010,0.39353448, neurologie,Amiens
443,2010,0.20603448, neurologie,Angers
444,2010,0.33448276, neurologie,Besançon
445,2010,0.13146552, neurologie,Bordeaux
446,2010,0.4725575, neurologie,Brest
447,2010,0.4413793, neurologie,Caen
448,2010,0.33663794, neurologie,Clermont-Ferrand
449,2010,0.2902299, neurologie,Dijon
450,2010,0.103591956, neurologie,Grenoble
451,2010,0.39109194, neurologie,La RéunionIndien
452,2010,0.05474138, neurologie,Lille
453,2010,0.31810346, neurologie,Limoges
454,2010,0.09410919, neurologie,Lyon
455,2010,0.097844824, neurologie,Marseille
456,2010,0.35502875, neurologie,Martinique/Pointe-à-Pitre
457,2010,0.13017242, neurologie,Montpellier
458,2010,0.31882185, neurologie,Nancy
459,2010,0.11178161, neurologie,Nantes
460,2010,0.27658045, neurologie,Nice
461,2010,0.046982758, neurologie,Paris
462,2010,0.32212645, neurologie,Poitiers
463,2010,0.42140806, neurologie,Reims
464,2010,0.09152299, neurologie,Rennes
465,2010,0.33864942, neurologie,Rouen
466,2010,0.1237069, neurologie,Saint-Etienne
467,2010,0.14741379, neurologie,Strasbourg
468,2010,0.08563218, neurologie,Toulouse
469,2010,0.24928162, neurologie,Tours
470,2010,0.42988506, néphrologie,Amiens
471,2010,0.32772988, néphrologie,Angers
472,2010,0.09741379, néphrologie,Besançon
473,2010,0.099856324, néphrologie,Bordeaux
474,2010,0.37643677, néphrologie,Brest
475,2010,0.34554598, néphrologie,Caen
476,2010,0.45215517, néphrologie,Clermont-Ferrand
477,2010,0.31551725, néphrologie,Dijon
478,2010,0.12586206, néphrologie,Grenoble
479,2010,0.12614943, néphrologie,La RéunionIndien
480,2010,0.12083333, néphrologie,Lille
481,2010,0.3176724, néphrologie,Limoges
482,2010,0.13821839, néphrologie,Lyon
483,2010,0.095689654, néphrologie,Marseille
484,2010,0.5, néphrologie,Martinique/Pointe-à-Pitre
485,2010,0.1816092, néphrologie,Montpellier
486,2010,0.35732758, néphrologie,Nancy
487,2010,0.01882184, néphrologie,Nantes
488,2010,0.008189655, néphrologie,Nice
489,2010,0.031752873, néphrologie,Paris
490,2010,0.37859195, néphrologie,Poitiers
491,2010,0.40043104, néphrologie,Reims
492,2010,0.20272988, néphrologie,Rennes
493,2010,0.31163794, néphrologie,Rouen
494,2010,0.2966954, néphrologie,Saint-Etienne
495,2010,0.18060344, néphrologie,Strasbourg
496,2010,0.27816093, néphrologie,Toulouse
497,2010,0.22097701, néphrologie,Tours
498,2010,0.38606322, oncologie,Amiens
499,2010,0.4314655, oncologie,Angers
500,2010,0.4395115, oncologie,Besançon
501,2010,0.30675286, oncologie,Bordeaux
502,2010,0.42083332, oncologie,Brest
503,2010,0.4435345, oncologie,Caen
504,2010,0.45761493, oncologie,Clermont-Ferrand
505,2010,0.42715517, oncologie,Dijon
506,2010,0.37126437, oncologie,Grenoble
507,2010,0.51350576, oncologie,La RéunionIndien
508,2010,0.17227012, oncologie,Lille
509,2010,0.49051723, oncologie,Limoges
510,2010,0.12341954, oncologie,Lyon
511,2010,0.3158046, oncologie,Marseille
512,2010,0.4788793, oncologie,Martinique/Pointe-à-Pitre
513,2010,0.16451149, oncologie,Montpellier
514,2010,0.4492816, oncologie,Nancy
515,2010,0.16135058, oncologie,Nantes
516,2010,0.2869253, oncologie,Nice
517,2010,0.06264368, oncologie,Paris
518,2010,0.45632184, oncologie,Poitiers
519,2010,0.3218391, oncologie,Reims
520,2010,0.3678161, oncologie,Rennes
521,2010,0.36422414, oncologie,Rouen
522,2010,0.37931034, oncologie,Saint-Etienne
523,2010,0.40416667, oncologie,Strasbourg
524,2010,0.14798851, oncologie,Toulouse
525,2010,0.19626437, oncologie,Tours
526,2010,0.20718391, ophtalmologie,Amiens
527,2010,0.2058908, ophtalmologie,Angers
528,2010,0.2170977, ophtalmologie,Besançon
529,2010,0.100287355, ophtalmologie,Bordeaux
530,2010,0.24482758, ophtalmologie,Brest
